Clase,PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,CONTENT-URL,DIRECCION,ParsedStreet,NUM,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,ParsedPostal,BARRIO,DISTRITO,LATITUD,CoorParsed,LONGITUD,TELEFONO,EMAIL,TIPO,SUBTIPO,SubTipoParseado,FECHA,AUTORES,PDF
monumentos,400454,Escuela T.S. Ingenieros De Montes Ii,NOConocido,NOConocido,NOConocido,NOConocido,La l#apida_ que forma un conjunto con otras dos de similares caracter#isticas_ fue encargada por la Escuela Especial de Ingenieros de Montes con motivo de la inauguraci#on en 1945 del edificio que hasta hoy ha sido su emplazamiento definitivo en la Ciudad Universitaria de Madrid_ obra de los arquitectos Luis de Villanueva Echevarr#ia y Pedro Bidagor Lasarte. La l#apida est#a situada sobre uno de los accesos secundarios que flanquean la puerta principal del edificio_ y su inscripci#on alude a la creaci#on de la Escuela Especial de Ingenieros de Montes_ que en 1848 fue instalada en el castillo de Villaviciosa de Od#on; esta informaci#on se completa con los cap#itulos de la historia de la Escuela recogidos en las otras dos l#apidas_ que relatan respectivamente su traslado en 1871 a San Lorenzo del Escorial y la posterior construcci#on del edificio definitivo.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8bd8091d1b9c4510091d1b9c45102e085a0aRCRD,CALLE RAMIRO DE MAEZTU,CalleRamiroDeMaeztuNum45528,2,MADRID,MADRID,28040,28040N14017,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.44925799673555,44925799673555N4630,-3.7171006978828465,NOConocido,NOConocido,NoIdentificado,Elemento conmemorativo_ Lápida,ElementoConmemorativoLTTapida,1945,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400454.pdf?idMonumento=8bd8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,400455,Escuela T.S. Ingenieros De Montes Iii,NOConocido,NOConocido,NOConocido,NOConocido,La l#apida_ que forma un conjunto con otras dos de similares caracter#isticas_ fue encargada por la Escuela Especial de Ingenieros de Montes con motivo de la inauguraci#on en 1945 del edificio que hasta hoy ha sido su emplazamiento definitivo en la Ciudad Universitaria de Madrid_ obra de los arquitectos Luis de Villanueva Echevarr#ia y Pedro Bidagor Lasarte. La l#apida est#a situada sobre uno de los accesos secundarios que flanquean la puerta principal del edificio_ y su inscripci#on alude al traslado de la Escuela Especial de Ingenieros de su sede inicial a San Lorenzo del Escorial en 1871_ donde estuvo ubicada hasta 1914; esta informaci#on se completa con los cap#itulos de la historia de la Escuela recogidos en las otras dos l#apidas_ que relatan respectivamente su creaci#on en Villaviciosa de Od#on en 1848 y la inauguraci#on del edificio definitivo en 1945.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=abd8091d1b9c4510091d1b9c45102e085a0aRCRD,CALLE RAMIRO DE MAEZTU,CalleRamiroDeMaeztuNum30270,2,MADRID,MADRID,28040,28040N46389,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.44925799673555,44925799673555N9779,-3.7171006978828465,NOConocido,NOConocido,NoIdentificado,Elemento conmemorativo_ Lápida,ElementoConmemorativoLTTapida,1945,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400455.pdf?idMonumento=abd8091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,11064118,Escultura A La  Universidad En Cantoblanco,NOConocido,NOConocido,NOConocido,NOConocido,El monumento fue inaugurado en los jardines de la Universidad Aut#onoma de Madrid en 1971_ el mismo año en que se fund#o dicho campus; la escultura_ as#i como otra pieza m#as compleja de Higinio V#azquez Garc#ia_ situada en los mismos jardines_ le fueron encargadas a su autor para conmemorar el nacimiento del campus_ quedando instaladas desde entonces en id#entico lugar al que hoy ocupan. Al tratarse de piezas de gran tamaño y estar realizadas a la par que los edificios cercanos_ las esculturas comparten algunos de los materiales constructivos de #estos_ quedando en consecuencia ligados formalmente entre s#i. Higinio V#azquez Garc#ia es un escultor zamorano_ nacido en 1930_ especializado fundamentalmente en escultura sacra_ y fue llamado_ como otras j#ovenes figuras del moderno panorama art#istico_ para dignificar y enriquecer el espacio urbano_ la imagen externa y las dependencias de las primeras arquitecturas de la Universidad Aut#onoma en el momento de su creaci#on. Su escultura civil se caracteriza por la estrecha relaci#on que guarda con la arquitectura en que se inserta,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=d3344cd1fc86e610VgnVCM2000001f4a900aRCRD,CIUDAD UNIVERSITARIA AUTONOMA,CiudadUniversitariaAutonomaNum39996,NOConocido,NOConocido,MADRID,10000,10000N68326,NOConocido,DISTRITO,40.55061246767781,55061246767781N3609,-3.6898031141088357,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,1971,VÁZQUEZ GARCÍA_ Higinio,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/11064118.pdf?idMonumento=d3344cd1fc86e610VgnVCM2000001f4a900aRCRD&tipoMon=M
monumentos,400195,Escultura A La Maternidad Cl#inica Puerta De Hierro,NOConocido,NOConocido,NOConocido,NOConocido,Escultura creada como alegor#ia y homenaje a la maternidad_ instalada en 1974 frente al acceso de una de las edificaciones anejas de la Cl#inica Puerta de Hierro. Este notable edificio sanitario_ Obra de Jos#e Mar#ia Bosch Aymerich_ fue construido inicialmente como cl#inica privada entre 1959 y 1964_ inaugur#andose finalmente en esta #ultima fecha como Centro Nacional de Investigaciones M#edico-Quir#urgicas de la Seguridad Social. Desde entonces el edificio ha sido objeto de diversas reformas y ampliaciones_ complet#andose el conjunto con otras edificaciones cercanas realizadas en fechas posteriores: entre ellas se encuentra el citado Edificio Residencia_ situado al norte del edificio principal y en cuyo acceso est#a ubicada la escultura.Eduardo Carretero_ el autor de la escultura_ naci#o en Granada en 1920; en esta misma ciudad realiz#o sus estudios art#isticos y ejecut#o sus primeras obras_ entre ellas la decoraci#on de su Colegio Mayor_ por la que recibir#ia un premio de la Universidad de Granada. Desde entonces ha llevado a cabo una prol#ifica actividad_ que ha sido expuesta en varias exposiciones y ha dejado numerosas muestras en edificios y espacios p#ublicos de varias ciudades españolas como Granada_ Ja#en_ Pamplona o Madrid; en esta #ultima abundan sus esculturas y murales_ entre las que destacan las situadas en el Paseo de la Castellana y los jardines del Hospital Ram#on y Cajal.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e548091d1b9c4510091d1b9c45102e085a0aRCRD,CALLE SAN MARTIN DE PORRES,CalleSanMartinDePorresNum20847,6,MADRID,MADRID,28035,28035N14509,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,40.46805268132601,46805268132601N1893,-3.7272684700616043,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,1974,CARRETERO FERRÉ_ Eduardo,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400195.pdf?idMonumento=e548091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,413025,Escultura Abstracta Del Edificio Bbva,NOConocido,NOConocido,NOConocido,NOConocido,Escultura abstracta_ perteneciente a la serie de las Generatrices_ realizada por el artista valenciano Andreu Alfaro para la colecci#on de la entidad bancaria Argentaria_ actualmente integrada en el BBVA. Se encuentra ubicada en los jardines de la sede de este banco en la V#ia de los Poblados.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e748091d1b9c4510091d1b9c45102e085a0aRCRD,VTTia Los Poblados,ViaLosPobladosNum36090,NOConocido,MADRID,MADRID,10000,10000N54695,VALDEFUENTES,HORTALEZA,40.47448971939191,47448971939191N584,-3.634014341880767,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,1970,ALFARO HERNÁNDEZ_ Andreu,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/413025.pdf?idMonumento=e748091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408805,Escultura Abstracta En El Camino Vinateros,NOConocido,NOConocido,NOConocido,NOConocido,Escultura abstracta que adorna el acceso al bloque de viviendas n&amp;ordm; 51 del Camino de Vinateros.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a838091d1b9c4510091d1b9c45102e085a0aRCRD,Cmno Vinateros,CmnoVinaterosNum98155,51,MADRID,MADRID,10000,10000N1153,MEDIA LEGUA,MORATALAZ,40.41081049459163,41081049459163N9840,-3.654041725164805,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,1981,SANZ_ R.,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408805.pdf?idMonumento=a838091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,400135,Escultura Abstracta En La Calle Capit#an Haya,NOConocido,NOConocido,NOConocido,NOConocido,En origen_ el edificio junto al que se instala esta escultura_ pertenec#ia a C.A.M.P.S.A._ y como ocurre con todo el desarrollo urbano de esta zona_ que se construye entre los años sesenta y setenta del pasado siglo_ quedan pequeñas lonjas y ajardinamientos entre la calle y los vol#umenes edificados. Con el fin de cualificar estos espacios residuales_ la empresa promotora coloc#o dos esculturas abstractas. La obra aqu#i descrita es la situada a la izquierda del acceso principal al edificio_ junto a la marquesina que protege la entrada.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=4348091d1b9c4510091d1b9c45102e085a0aRCRD,CALLE CAPITAN HAYA,CalleCapitanHayaNum50976,41,MADRID,MADRID,28020,28020N80318,CASTILLEJOS,TETUAN,40.46032463681944,46032463681944N1672,-3.6920777654946746,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,1975,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400135.pdf?idMonumento=4348091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408886,Escultura Abstracta En La Calle Pedroñeras,NOConocido,NOConocido,NOConocido,NOConocido,La obra_ de autor desconocido_ fue promovida y realizada por iniciativa del Grupo Indocasa_ la inmobiliaria responsable de la construcci#on del conjunto de viviendas donde se ubica_ y est#a instalada en uno de los ajardinamientos exteriores de la urbanizaci#on.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a938091d1b9c4510091d1b9c45102e085a0aRCRD,C Pedroñeras,CPedroñerasNum58054,31,MADRID,MADRID,10000,10000N48721,CANILLAS,HORTALEZA,40.467333144823456,467333144823456N9601,-3.631351957166973,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,Posterior a 1950,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408886.pdf?idMonumento=a938091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,400260,Escultura Abstracta En La Calle Tacoma,NOConocido,NOConocido,NOConocido,NOConocido,Monumento conmemorativo de la inauguraci#on el 22 de febrero de 1973 de las 2.984 viviendas pertenecientes a la Cooperativa Valent#in de Moratalaz. La obra est#a situada en un ajardinamiento privado de la mencionada urbanizaci#on.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8648091d1b9c4510091d1b9c45102e085a0aRCRD,C Tacoma,CTacomaNum13390,3,MADRID,MADRID,10000,10000N92338,FONTARRÓN,MORATALAZ,40.39673919610475,39673919610475N360,-3.641014408227241,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,1973,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400260.pdf?idMonumento=8648091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,400263,Escultura Aena,NOConocido,NOConocido,NOConocido,NOConocido,En un gran estanque que antecede a la sede de AENA en la calle de Arturo Soria_ se emplaza una escultura de piedra que debi#o colocarse all#i al tiempo de la construcci#on del edificio_ finalizado en 1983. Éste es una obra de cuidada construcci#on en hormig#on tallado_ del arquitecto Miguel Oliver P#erez_ y se levanta sobre los terrenos del que fuera el primer aeropuerto de la ciudad de Madrid_ explanado en 1909 e inaugurado el 23 de marzo de 1910. En 1913 se convirti#o en vel#odromo de exhibici#on_ hasta que en 1924 fuera arrendado al club de f#utbol Real Madrid_ que lo utiliz#o hasta 1945 en que se vendi#o a la compañ#ia de seguros Plus Ultra_ como campo de su equipo hom#onimo_ que adem#as era filial del equipo madridista. En 1979 se volvi#o a vender al grupo Bancaya_ que construy#o en el solar un conjunto residencial y tres edificios de oficinas_ uno de los cuales es el que ocupa AENA.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=a648091d1b9c4510091d1b9c45102e085a0aRCRD,C Arturo Soria,CArturoSoriaNum69274,109,MADRID,MADRID,10000,10000N75258,SAN JUAN BAUTISTA,CIUDAD LINEAL,40.450755561047906,450755561047906N9876,-3.65262452151644,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,Cercano a 1983,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400263.pdf?idMonumento=a648091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,400139,Escultura Caja Laboral,NOConocido,NOConocido,NOConocido,NOConocido,En la esquina abierta del paseo de la Castellana con la calle Francisco Gerv#as se levanta desde el año 1985 en que se instal#o_ una escultura del artista bilba#ino Vicente Larrea.  La soluci#on de colocar esculturas en los encuentros de calles se produce en todo este sector de Madrid_ construido entre los años sesenta y setenta_ como forma de cualificar los espacios residuales generados por el tipo de urbanismo realizado en la zona. Esta se encuentra enfatizando la entrada de Caja Laboral.La obra pertenece a una etapa que desarrolla este escultor durante los años ochenta_ en la que se funden lo mineral y lo org#anico con cierto sentido de lo terrible_ muy enrraizado con la escultura vasca de la segunda mitad del siglo XX. Otras obras de este autor en esa misma l#inea se encuentran ante el centro Artium de Vitoria y ante el bilba#ino palacio Euskalduna.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=c348091d1b9c4510091d1b9c45102e085a0aRCRD,PASEO CASTELLANA,PaseoCastellanaNum84709,167,MADRID,MADRID,28046,28046N69427,CASTILLEJOS,TETUAN,40.461632576177244,461632576177244N8566,-3.6907346682636777,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,1985,LARREA_ Vicente,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400139.pdf?idMonumento=c348091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,413010,Escultura Con Material De Desecho,NOConocido,NOConocido,NOConocido,NOConocido,Composici#on escult#orica realizada por los alumnos del Instituto de Sordomudos con material de desecho procedente de diversos talleres del centro.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=8338091d1b9c4510091d1b9c45102e085a0aRCRD,Avda Eduardo Barreiros,AvdaEduardoBarreirosNum69470,6,MADRID,MADRID,10000,10000N58867,ORCASUR,USERA,40.37227037496382,37227037496382N1407,-3.6970871436010455,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,1993,Alumnos del Instituto de Sordomudos,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/413010.pdf?idMonumento=8338091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408851,Escultura De Chapa Centro Cultural Isl#amico,NOConocido,NOConocido,NOConocido,NOConocido,En los terrenos comprendidos entre Centro Cultural Isl#amico y el Tanatorio_ situados al borde de la M-30 en el barrio de San Pascual_ se realiz#o en los años noventa un pequeño parque con pinos y una glorieta circular en cuyo centro se levanta esta escultura abstracta.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e838091d1b9c4510091d1b9c45102e085a0aRCRD,C Salvador de Madariaga,CSalvadorDeMadariagaNum27216,9,MADRID,MADRID,10000,10000N74362,SAN PASCUAL,CIUDAD LINEAL,40.43906039418887,43906039418887N1707,-3.657652234396238,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,Cercano a 1995,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408851.pdf?idMonumento=e838091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,400265,Escultura De Hormig#on Instituto Eduardo Torroja,NOConocido,NOConocido,NOConocido,NOConocido,Haciendo fondo al eje del patio principal en torno al cual se desenvuelven las principales actividades de investigaci#on y direcci#on del Instituto de Ciencias de la Construcci#on Eduardo Torroja_ se encuentra esta escultura de hormig#on de formas quebradas y est#etica brutalista_ que debe proceder de alguno de los m#ultiples experimentos que se hicieron en este centro desde su creaci#on en 1953_ algunos en colaboraci#on con escultores_ y otros como exploraci#on de las posibilidades de uso del hormig#on armado.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=e648091d1b9c4510091d1b9c45102e085a0aRCRD,C Serrano Galvache,CSerranoGalvacheNum48220,4,MADRID,MADRID,10000,10000N79924,COSTILLARES,CIUDAD LINEAL,40.471833995968574,471833995968574N4253,-3.6703936823462318,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,1953,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/400265.pdf?idMonumento=e648091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,409849,Escultura Ecuestre Aleg#orica I Jardines De Sabatini,NOConocido,NOConocido,NOConocido,NOConocido,En el lugar de las Reales Caballerizas_ obra de Sabatini situada en el sector septentrional del Palacio Real_ se convoc#o en 1932 por la Segunda Rep#ublica un concurso para hacer un parque p#ublico; al pasar al Estado el Palacio Real &amp;ndash;denominado_ entonces_ Palacio Nacional_ se cede al Ayuntamiento de Madrid las citadas caballerizas. Destinado este terreno a jardines en todos los proyectos generados por el Palacio Real Nuevo_ desde Sachetti_ Ventura Rodr#iguez_ Boutelou hasta el propio Sabatini_ Garnier de L&amp;rsquo;Isle o Juan de Villanueva_ Carlos III utiliz#o esta magn#ifica ubicaci#on en la fachada norte del Palacio Real para alojar las caballerizas_ obra encargada a Sabatini; derruidas #estas entre 1932 y 1934_ fueron los proyectos de An#ibal Álvarez_ Dur#an Salgado y P#erez Calvet y el de Fernando Garc#ia Mercadal los que ganaron dicho concurso convocado para su ajardinamiento. Fernando Garc#ia Mercadal nombrado arquitecto municipal y jefe de Parques y Jardines se encarg#o del proyecto definitivo. Su construcci#on_ comenzada en 1933_ no se termin#o hasta una vez finalizada la Guerra Civil_ pero sin la direcci#on de Garc#ia Mercadal_ ya que el conjunto fue completado por Manuel Herrero Palacios. Como un guiño al antiguo uso de este nuevo espacio (caballerizas reales) se colocaron dos esculturas ecuestres flanqueando las escaleras de acceso a la terraza inferior de los jardines. Terraza en la que se dispusieron una serie de reyes españoles procedentes del proyecto ideado entre 1750 y 1753 por el Padre Sarmiento para adornar la cornisa del Palacio Real. Aunque ya en el proyecto original se planteaba la disposici#on de estos pedestales sim#etricos_ tras la construcci#on del conjunto no se dispusieron las esculturas hasta la d#ecada de los sesenta.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=aa18091d1b9c4510091d1b9c45102e085a0aRCRD,NOConocido,NoDireccionNum12843,NOConocido,MADRID,MADRID,10000,10000N53720,PALACIO,CENTRO,40.42035472377147,42035472377147N5870,-3.7143215995964365,NOConocido,NOConocido,NoIdentificado,Estatua,Estatua,Sin datos conocidos.,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409849.pdf?idMonumento=aa18091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,409858,Escultura Ecuestre Aleg#orica Ii Jardines De Sabatini,NOConocido,NOConocido,NOConocido,NOConocido,En el lugar de las Reales Caballerizas_ obra de Sabatini situada en el sector septentrional del Palacio Real_ se convoc#o en 1932 por la Segunda Rep#ublica un concurso para hacer un parque p#ublico; al pasar al Estado el Palacio Real &amp;ndash;denominado_ entonces_ Palacio Nacional_ se cede al Ayuntamiento de Madrid las citadas caballerizas. Destinado este terreno a jardines en todos los proyectos generados por el Palacio Real Nuevo_ desde Sachetti_ Ventura Rodr#iguez_ Boutelou hasta el propio Sabatini_ Garnier de L&amp;rsquo;Isle o Juan de Villanueva_ Carlos III utiliz#o esta magn#ifica ubicaci#on en la fachada norte del Palacio Real para alojar las caballerizas_ obra encargada a Sabatini; derruidas #estas entre 1932 y 1934_ fueron los proyectos de An#ibal Álvarez_ Dur#an Salgado y P#erez Calvet y el de Fernando Garc#ia Mercadal los que ganaron dicho concurso convocado para su ajardinamiento. Fernando Garc#ia Mercadal nombrado arquitecto municipal y jefe de Parques y Jardines se encarg#o del proyecto definitivo. Su construcci#on_ comenzada en 1933_ no se termin#o hasta una vez finalizada la Guerra Civil_ pero sin la direcci#on de Garc#ia Mercadal_ ya que el conjunto fue completado por Manuel Herrero Palacios. Como un guiño al antiguo uso de este nuevo espacio (caballerizas reales) se colocaron dos esculturas ecuestres flanqueando las escaleras de acceso a la terraza inferior de los jardines. Terraza en la que se dispusieron una serie de reyes españoles procedentes del proyecto ideado entre 1750 y 1753 por el Padre Sarmiento para adornar la cornisa del Palacio Real. Aunque ya en el proyecto original se planteaba la disposici#on de estos pedestales sim#etricos_ tras la construcci#on del conjunto no se dispusieron las esculturas hasta la d#ecada de los sesenta.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=ca18091d1b9c4510091d1b9c45102e085a0aRCRD,NOConocido,NoDireccionNum84502,NOConocido,MADRID,MADRID,10000,10000N52969,PALACIO,CENTRO,40.42032218422668,42032218422668N7420,-3.7137554517896314,NOConocido,NOConocido,NoIdentificado,Estatua,Estatua,Cercano a 1960,NOConocido,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/409858.pdf?idMonumento=ca18091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
monumentos,408931,Escultura En Chapa Met#alica En La Calle San Jenaro,NOConocido,NOConocido,NOConocido,NOConocido,Obra vinculada a la remodelaci#on de la calle San Jenaro e integrada en un paseo con p#ergolas met#alicas formadas por estructuras de perfiles normalizados. Forma pareja con la fuente ornamental situada en el otro extremo de la misma calle.,https://patrimonioypaisaje.madrid.es/sites/v/index.jsp?vgnextchannel=8fac3cb702aa4510VgnVCM1000008a4a900aRCRD&vgnextoid=2a38091d1b9c4510091d1b9c45102e085a0aRCRD,C San Jenaro,CSanJenaroNum61854,NOConocido,MADRID,MADRID,10000,10000N89107,SAN ANDRÉS,VILLAVERDE,40.34636485036636,34636485036636N8447,-3.7022602821339627,NOConocido,NOConocido,NoIdentificado,Escultura conceptual o abstracta,EsculturaConceptualOAbstracta,1992,NÚÑEZ FERNÁNDEZ_ Jes#us,https://patrimonioypaisaje.madrid.es/FrameWork/generacionPDFMonumenta/408931.pdf?idMonumento=2a38091d1b9c4510091d1b9c45102e085a0aRCRD&tipoMon=M
